category,filename,title,content
politics,176.txt,Councils 'must find Gypsy sites',Ministers 
politics,189.txt,Blair congratulates Bush on win,Tony Blair
politics,016.txt,Crisis 'ahead in social sciences',A national
politics,002.txt,Watchdog probes e-mail deletions,The inform
politics,228.txt,Labour pig poster 'anti-Semitic',The Labour
politics,214.txt,Custody death rate 'shocks' MPs,Deaths in 
politics,200.txt,Mallon wades into NE vote battle,Middlesbro
politics,216.txt,Ministers 'naive' over phone-taps,The govern
politics,202.txt,Tories opposing 24-hour drinking,The Tories
politics,014.txt,Blair rejects Tory terror offer,Tony Blair
politics,028.txt,Lib Dems demand new inquiry,A judge sh
politics,160.txt,Lawyer attacks anti-terror laws,A senior b
politics,174.txt,Escaped prisoner report ordered,First Mini
politics,148.txt,Labour trio 'had vote-rig factory',Three Labo
politics,389.txt,EU rules 'won't stop UK spending',The shape 
politics,362.txt,Brown comes out shooting,Labour may
politics,404.txt,Tory candidate quits over remark,A Conserva
politics,410.txt,Sayeed to stand down as Tory MP,Tory MP Jo
politics,376.txt,MPs demand 'Budget leak' answers,Ministers 
politics,411.txt,Howard's unfinished business,"""He's not "
politics,377.txt,US casino 'tricks' face ban in UK,Controvers
politics,363.txt,Kennedy criticises 'unfair' taxes,Gordon Bro
politics,405.txt,Abortion not a poll issue - Blair,Tony Blair
politics,388.txt,Plan to give elderly care control,Elderly an
politics,149.txt,Blair returns from peace mission,Prime Mini
politics,175.txt,Chancellor rallies Labour voters,Gordon Bro
politics,161.txt,Turkey deal 'to help world peace',A deal bri
politics,029.txt,UK set to cut back on embassies,Nine overs
politics,001.txt,Labour plans maternity pay rise,Maternity 
politics,015.txt,Talks held on Gibraltar's future,Two days o
politics,203.txt,New foot and mouth action urged,A senior T
politics,217.txt,Schools to take part in mock poll,Record num
politics,213.txt,Lib Dems target the student vote,Students c
politics,207.txt,February poll claim 'speculation',Reports th
politics,039.txt,'Hitler' row over Welsh arts cash,An artist 
politics,011.txt,Mrs Howard gets key election role,Michael Ho
politics,005.txt,Brown ally rejects Budget spree,Chancellor
politics,159.txt,Howard unveils election platform,The Conser
politics,165.txt,Police urge pub closure power,New powers
politics,171.txt,Tories pledge free sports lessons,Children w
politics,398.txt,Lib Dems predict 'best ever poll',The Lib De
politics,401.txt,Blair prepares to name poll date,Tony Blair
politics,367.txt,"UK heading wrong way, says Howard",Tony Blair
politics,373.txt,UK rebate 'unjustified' - Chirac,French pre
politics,415.txt,Labour MP praises Tory campaign,The Conser
politics,372.txt,Observers to monitor UK election,Ministers 
politics,414.txt,Blair 'up for it' ahead of poll,Tony Blair
politics,400.txt,Ex-PM Lord Callaghan dies aged 92,Former Lab
politics,366.txt,Brown calls for £5.5bn Aids fund,Gordon Bro
politics,399.txt,Tories reject rethink on axed MP,Sacked MP 
politics,170.txt,Hospital suspends 'no Welsh' plan,An English
politics,164.txt,McConnell details Scots wave toll,At least t
politics,158.txt,"Petrol duties frozen, Brown says",Chancellor
politics,004.txt,Labour chooses Manchester,The Labour
politics,010.txt,Crucial decision on super-casinos,A decision
politics,038.txt,Borders rail link campaign rally,Campaigner
politics,206.txt,Blair's hope for Blunkett return,The events
politics,212.txt,Tory expert denies defeatism,The Conser
politics,238.txt,Regiments' group in poll move,A regiment
politics,204.txt,Correction agency plans dropped,Plans to c
politics,210.txt,Thousands join strike in Wales,Thousands 
politics,006.txt,'Errors' doomed first Dome sale,The initia
politics,012.txt,PM apology over jailings,Tony Blair
politics,199.txt,Game warnings 'must be clearer',Violent vi
politics,172.txt,Faith schools citizenship warning,Schools mu
politics,166.txt,Blunkett tells of love and pain,David Blun
politics,358.txt,'UK will stand firm on EU rebate',Britain's 
politics,416.txt,Top Tories on Lib Dem 'hit list',The Libera
politics,370.txt,UK 'discriminated against Roma',The govern
politics,364.txt,Howard attacks 'pay later' Budget,Tory leade
politics,402.txt,Brown's poll campaign move denied,The govern
politics,365.txt,Whitehall cuts 'ahead of target',Thousands 
politics,403.txt,Voters 'don't trust politicians',Eight out 
politics,417.txt,Lib Dems unveil election slogan,The Libera
politics,371.txt,Howard pitches for UK ethnic vote,Michael Ho
politics,359.txt,Brown ally rejects Budget spree,Chancellor
politics,167.txt,Housing plans criticised by MPs,"""Irreversi"
politics,173.txt,Ministers lose slopping out case,The Scotti
politics,198.txt,Police chief backs drinking move,A chief co
politics,013.txt,Howard rebuts asylum criticisms,Tory leade
politics,007.txt,Fox attacks Blair's Tory 'lies',Tony Blair
politics,211.txt,Top judge clashes with ministers,The UK's t
politics,205.txt,Tutu's Guantanamo release call,Archbishop
politics,239.txt,Row over 'police' power for CSOs,The Police
politics,220.txt,Clarke plans migrant point scheme,Anyone pla
politics,234.txt,Blunkett unveils policing plans,People cou
politics,208.txt,Gurkhas to help tsunami victims,Britain ha
politics,022.txt,"Nat Insurance to rise, say Tories",National I
politics,036.txt,Choose hope over fear - Kennedy,Voters wil
politics,195.txt,Tsunami 'won't divert Africa aid',UK aid to 
politics,181.txt,"School sport 'is back', says PM",Tony Blair
politics,156.txt,Visa row mandarin made Sir John,The top ci
politics,142.txt,EU referendum question unveiled,The questi
politics,397.txt,Blunkett hints at election call,Ex-Home Se
politics,383.txt,Labour accused of 'EU propaganda',"A ""taxpaye"
politics,354.txt,Brown names 16 March for Budget,Chancellor
politics,340.txt,Lib Dems unveil women's manifesto,The Libera
politics,368.txt,"Act on detention ruling, UK urged",The govern
politics,369.txt,BAA support ahead of court battle,UK airport
politics,341.txt,Kennedy questions trust of Blair,Lib Dem le
politics,355.txt,Lib Dems stress Budget trust gap,Public tru
politics,382.txt,At a glance: Tory health checks,The UK' op
politics,396.txt,Labour faces 'cold calls' inquiry,Labour is 
politics,143.txt,Malik rejects all-black MP lists,A call for
politics,157.txt,Kilroy-Silk attacked with slurry,Euro MP Ro
politics,180.txt,Falconer rebuts 'charade' claims,Concession
politics,194.txt,Cherie accused of attacking Bush,Cherie Bla
politics,037.txt,Profile: David Miliband,David Mili
politics,023.txt,E-University 'disgraceful waste',A failed g
politics,209.txt,Abbas 'will not tolerate' attacks,Palestinia
politics,235.txt,Lib Dems' new election PR chief,The Lib De
politics,221.txt,Clarke defends terror detentions,The home s
politics,237.txt,Kilroy unveils immigration policy,Ex-chatsho
politics,223.txt,Kennedy questions trust of Blair,Lib Dem le
politics,035.txt,Leaders meet over Turkish EU bid,Tony Blair
politics,021.txt,Blair backs 'pre-election budget',Tony Blair
politics,009.txt,Campbell: E-mail row 'silly fuss',Ex-No 10 m
politics,182.txt,Anti-terror plan faces first test,Plans to a
politics,196.txt,Mandelson warning to BBC,The BBC sh
politics,141.txt,Howard denies split over ID cards,Michael Ho
politics,155.txt,Pakistani women 'must not hide',Hiding wom
politics,169.txt,'No-one can define new hunt ban',The new la
politics,380.txt,Minimum wage increased to £5.05,The minimu
politics,394.txt,Economy focus for election battle,Britain's 
politics,343.txt,Labour's Cunningham to stand down,Veteran La
politics,357.txt,Cabinet anger at Brown cash raid,Ministers 
politics,356.txt,Blair backs 'pre-election budget',Tony Blair
politics,342.txt,Brown outlines third term vision,Gordon Bro
politics,395.txt,Blair ready to call election,Tony Blair
politics,381.txt,Hunt ban support is 'in decline',Support fo
politics,168.txt,MPs' murder sentence concern,Murder sen
politics,154.txt,Mayor will not retract Nazi jibe,London may
politics,140.txt,UK helps raped Rwandan women,Britain is
politics,197.txt,Blair 'pressing US on climate',Tony Blair
politics,183.txt,Former NI minister Scott dies,Former Nor
politics,008.txt,Women MPs reveal sexist taunts,Women MPs 
politics,020.txt,Concerns at school diploma plan,Final appe
politics,034.txt,Tories attack burglar 'U-turns',Tory leade
politics,222.txt,Voters 'reject EU by two to one',British vo
politics,236.txt,Jack Cunningham to stand down,Veteran La
politics,232.txt,Probe launched on Ken Nazi jibe,An investi
politics,226.txt,Tories unveil quango blitz plans,Plans to a
politics,018.txt,Straw to attend Auschwitz service,Foreign Se
politics,030.txt,Labour targets 'hardcore truants',A fresh cr
politics,024.txt,Brown visits slum on Africa trip,Chancellor
politics,187.txt,Jowell confirms casino climbdown,Tessa Jowe
politics,193.txt,Tories attack EU asylum moves,David Blun
politics,178.txt,Hatfield executives go on trial,Engineerin
politics,144.txt,MP attacked by muggers in Kenya,An MP has 
politics,150.txt,Galloway plea for hostage release,Ex-Labour 
politics,385.txt,UK pledges £1bn to vaccine effort,UK Chancel
politics,391.txt,'EU referendum could cost £80m',It could c
politics,408.txt,Howard hits back at mongrel jibe,Michael Ho
politics,346.txt,Labour's four little words,Labour has
politics,352.txt,Blair joins school sailing trip,The prime 
politics,353.txt,"Analysis: No pain, no gain?",He called 
politics,347.txt,Tories outlining policing plans,Local comm
politics,409.txt,Tories urge 'change at the top',Tory deleg
politics,390.txt,Child access law shake-up planned,Parents wh
politics,384.txt,Terror suspects face house arrest,UK citizen
politics,151.txt,Guantanamo four questioned,The four B
politics,145.txt,Candidate resigns over BNP link,A prospect
politics,179.txt,Final hunts held as ban looms,Hunts in E
politics,192.txt,Guantanamo four free in weeks,All four B
politics,186.txt,Blair says mayor should apologise,Tony Blair
politics,025.txt,UK 'needs true immigration data',A former H
politics,031.txt,Blunkett sorry over murder plan,David Blun
politics,019.txt,Drink remark 'acts as diversion',The first 
politics,227.txt,Clarke faces ID cards rebellion,Charles Cl
politics,233.txt,'Few ready' for information act,Thousands 
politics,219.txt,Jamieson issues warning to bigots,Scotland's
politics,225.txt,Blair to face MPs amid feud talk,Tony Blair
politics,231.txt,Woolf murder sentence rethink,Plans to g
politics,027.txt,Butler launches attack on Blair,Former civ
politics,033.txt,Protesters plan airport challenge,Campaigner
politics,190.txt,Howard 'truanted to play snooker',Conservati
politics,184.txt,Blair rejects Iraq advice calls,Tony Blair
politics,153.txt,Clarke to unveil immigration plan,New contro
politics,147.txt,Labour accused of broken pledge,Labour has
politics,392.txt,'No UK apology' for colonial past,The days o
politics,386.txt,Straw backs ending China embargo,UK Foreign
politics,379.txt,Election 'could be terror target',Terrorists
politics,351.txt,Fox attacks Blair's Tory 'lies',Tony Blair
politics,345.txt,Teenagers to be allowed to be MPs,Teenagers 
politics,344.txt,Will Tory tax cuts lift spirits?,Michael Ho
politics,350.txt,Brown 'proud of economy record',Gordon Bro
politics,378.txt,Blair defends terror law changes,The prime 
politics,387.txt,Pre-poll clash on tax and spend,Labour and
politics,393.txt,Parliament's record of scandal,In a locke
politics,146.txt,'Nuclear dumpsite' plan attacked,Plans to a
politics,152.txt,Minister defends hunting ban law,The law ba
politics,185.txt,Police probe BNP mosque leaflet,Police are
politics,191.txt,Short attacks US over tsunami aid,Former Cab
politics,032.txt,Hunt demo at Labour meeting,Pro-hunt s
politics,026.txt,Blair sets date for Africa report,The Commis
politics,230.txt,Burglar defence guidelines issued,Householde
politics,224.txt,Terror detainees win Lords appeal,Detaining 
politics,218.txt,Blair dismisses quit claim report,Tony Blair
politics,280.txt,Blair sees greater Bush consensus,George W B
politics,294.txt,Civil servants in strike ballot,The UK's b
politics,243.txt,MPs assess Scots fishing industry,A group of
politics,257.txt,Blair and Brown criticised by MPs,Labour MPs
politics,082.txt,Labour's 'EU propaganda',"A ""taxpaye"
politics,096.txt,Tories 'would cut number of MPs',The Conser
politics,041.txt,Profile: David Blunkett,Before he 
politics,055.txt,Kelly trails new discipline power,Teachers c
politics,069.txt,Talks aim to avert pension strike,Talks aime
politics,135.txt,Blair says UK tsunami aid to soar,Tony Blair
politics,121.txt,NHS waiting time target is cut,Hospital w
politics,109.txt,UK firms 'embracing e-commerce',UK firms a
politics,337.txt,Campaign 'cold calls' questioned,Labour and
politics,323.txt,Kennedy predicts bigger turnout,"Voters' ""p"
politics,322.txt,Parties build up poll war chests,The Labour
politics,336.txt,Labour's core support takes stock,Tony Blair
politics,108.txt,'Super union' merger plan touted,Two of Bri
politics,120.txt,Tory leader urges Harry apology,Prince Har
politics,134.txt,Ban on hunting comes into force,Fox huntin
politics,068.txt,MPs to debate 'euthanasia laws',MPs are pr
politics,054.txt,Lib Dems 'to target stamp duty',The Libera
politics,040.txt,Lords wrong on detainees - Straw,Jack Straw
politics,097.txt,UK plan to deport terror suspects,Deals are 
politics,083.txt,Hague 'given up' his PM ambition,Former Con
politics,256.txt,Blair pledges unity to Labour MPs,Tony Blair
politics,242.txt,Whitehall shredding increasing - Tories,Civil serv
politics,295.txt,Blair Labour's longest-serving PM,Tony Blair
politics,281.txt,Kilroy-Silk quits 'shameful' UKIP,Ex-chat sh
politics,297.txt,Mandelson warns BBC on Campbell,The BBC sh
politics,283.txt,Lib Dems' 'bold' election policy,Charles Ke
politics,254.txt,Could rivalry overshadow election?,Tony Blair
politics,240.txt,Sport betting rules in spotlight,A group of
politics,268.txt,More reforms ahead says Milburn,Labour wil
politics,095.txt,Brown hits back in Blair rift row,Gordon Bro
politics,081.txt,Tory backing for ID cards,The Tories
politics,056.txt,Citizenship event for 18s touted,Citizenshi
politics,042.txt,Strike threat over pension plans,Millions o
politics,122.txt,Tories plan migrant health checks,Non-Europe
politics,136.txt,Straw attacked on China arms,Moves to l
politics,320.txt,Hague's six-figure earnings shown,The reward
politics,334.txt,Immigration to be election issue,Immigratio
politics,308.txt,Tory 'stalking horse' Meyer dies,Sir Anthon
politics,309.txt,UK youth 'interested' in politics,The majori
politics,335.txt,Kennedy begins pre-election tour,Liberal De
politics,321.txt,Schools to take part in mock poll,Record num
politics,137.txt,Defiant hunts put ban to the test,Thousands 
politics,123.txt,MPs issued with Blackberry threat,MPs will b
politics,043.txt,Parties warned over 'grey vote',Political 
politics,057.txt,England children's tsar appointed,The first 
politics,080.txt,'More to do' on adult literacy,The govern
politics,094.txt,McConnell in 'drunk' remark row,Scotland's
politics,269.txt,Teens 'know little' of politics,Teenagers 
politics,241.txt,Councils prepare to set tax rises,Council ta
politics,255.txt,Brown in appeal for Labour unity,Gordon Bro
politics,282.txt,Blair blasts Tory spending plans,Tony Blair
politics,296.txt,Tories leave door open for Archer,The Conser
politics,292.txt,UKIP MEP attacked German 'empire',A UK Indep
politics,286.txt,UKIP candidate suspended in probe,Euroscepti
politics,279.txt,Amnesty chief laments war failure,The lack o
politics,251.txt,Brown and Blair face new rift claims,For the um
politics,245.txt,Army chiefs in regiments decision,Military c
politics,090.txt,MSPs hear renewed climate warning,Climate ch
politics,084.txt,Job cuts 'false economy'  - TUC,Plans to s
politics,053.txt,Russian ex-spy on hunger strike,An ex-Russ
politics,047.txt,Student 'fee factor' played down,A rise has
politics,127.txt,Brown to outline presidency goals,Next year 
politics,133.txt,Jowell rejects 'Las Vegas' jibe,The Secret
politics,319.txt,MPs tout Lords replacement plan,A group of
politics,325.txt,UKIP could sue Veritas defectors,The UK Ind
politics,331.txt,Labour attacked on Howard poster,Labour has
politics,330.txt,Manchester wins Labour conference,The Labour
politics,324.txt,Iraq advice claim sparks new row,The Tories
politics,318.txt,Labour in constituency race row,Labour's c
politics,132.txt,Retirement age could be scrapped,"The ""myth "
politics,126.txt,End Bush 'denial' Blair tells EU,Tony Blair
politics,046.txt,Blair and Blunkett Sheffield trip,Tony Blair
politics,052.txt,Nuclear strike 'key terror risk',The UK and
politics,085.txt,UK's 'useless' quangos under fire,The UK has
politics,091.txt,Vouchers 'to cut winter deaths',Pensioners
politics,244.txt,Research fears over Kelly's views,Scientists
politics,250.txt,What the election should really be about?,A general 
politics,278.txt,What really divides the parties,So what is
politics,287.txt,Boothroyd calls for Lords speaker,Betty Boot
politics,293.txt,Kilroy launches 'Veritas' party,Ex-BBC cha
politics,285.txt,Hague 'given up' his PM ambition,Former Con
politics,291.txt,'Super union' merger plan touted,Two of Bri
politics,246.txt,Student 'inequality' exposed,Teenagers 
politics,252.txt,Blair 'said he would stand down',Tony Blair
politics,087.txt,Howard unveils Tory asylum plans,Tory plans
politics,093.txt,Kennedy calls for Iraq exit plans,Tony Blair
politics,078.txt,Asylum children to face returns,The UK gov
politics,044.txt,MPs quiz aides over royal income,Senior off
politics,050.txt,Scots smoking ban details set out,Smoke-free
politics,118.txt,Bid to cut court witness stress,New target
politics,130.txt,Blair told to double overseas aid,Tony Blair
politics,124.txt,Wales 'must learn health lessons',The new he
politics,332.txt,Milburn defends poster campaign,Labour's e
politics,326.txt,Prime minister's questions,"So who, if"
politics,327.txt,Goldsmith denies war advice claim,The attorn
politics,333.txt,Kilroy names election seat target,Ex-chat sh
politics,125.txt,UKIP candidate suspended,Euroscepti
politics,131.txt,Peace demo appeal rejected,Peace prot
politics,119.txt,"Lord Scarman, 93, dies peacefully",Distinguis
politics,051.txt,MPs criticise child access system,Divorced p
politics,045.txt,Tory leader 'cleared' over work,Scottish C
politics,079.txt,'Fido' to be taken off vote lists,The risk o
politics,092.txt,New 'yob' targets to be unveiled,Fifty new 
politics,086.txt,Howard backs stem cell research,Michael Ho
politics,253.txt,Blair dismisses quit claim report,Tony Blair
politics,247.txt,Kennedy to make temple address,Charles Ke
politics,290.txt,Terror powers expose 'tyranny',The Lord C
politics,284.txt,Kennedy's cautious optimism,Charles Ke
sport,289.txt,Fuming Robinson blasts officials,England co
sport,504.txt,Veteran Martinez wins Thai title,Conchita M
sport,262.txt,Spurs to sign Iceland U21 star,Tottenham 
sport,276.txt,Mexicans tracking unhappy Juninho,Mexican ou
sport,510.txt,Mirza makes Indian tennis history,Teenager S
sport,060.txt,McIlroy wins 800m indoor title,James McIl
sport,074.txt,Pavey focuses on indoor success,Jo Pavey w
sport,048.txt,Greek pair set for hearing,Kostas Ken
sport,114.txt,Robben sidelined with broken foot,Chelsea wi
sport,100.txt,Mido makes third apology,Ahmed 'Mid
sport,128.txt,Smith aims to bring back respect,Scotland m
sport,470.txt,Moya emotional at Davis Cup win,Carlos Moy
sport,316.txt,Wales stars need a rest - Ruddock,Wales coac
sport,302.txt,Italy 17-28 Ireland,Two moment
sport,464.txt,Connors boost for British tennis,Former wor
sport,458.txt,Hewitt falls to Dent in Adelaide,Lleyton He
sport,459.txt,Federer breezes into semi-finals,Roger Fede
sport,303.txt,Jones happy with Henson heroics,Wales fly-
sport,465.txt,Henin-Hardenne beaten on comeback,Justine He
sport,471.txt,Capriati out of Australian Open,Jennifer C
sport,317.txt,Munster Cup tie switched to Spain,Munster's 
sport,129.txt,Injury doubts beset Wales squad,Wales have
sport,101.txt,Man City 0-2 Man Utd,Manchester
sport,115.txt,Giggs handed Wales leading role,Ryan Giggs
sport,049.txt,Jones files Conte lawsuit,Marion Jon
sport,075.txt,Gardener wins double in Glasgow,Britain's 
sport,061.txt,Johnson edges out rival Sotherton,Jade Johns
sport,277.txt,Celtic unhappy over Bulgaria date,Martin O'N
sport,511.txt,Roddick to face Saulnier in final,Andy Roddi
sport,505.txt,Soderling wins tense Milan final,Fifth seed
sport,263.txt,McLeish ready for criticism,Rangers ma
sport,288.txt,Lewsey puzzle over disallowed try,England's 
sport,275.txt,Beckham rules out management move,Real Madri
sport,261.txt,McClaren eyes Uefa Cup top spot,Steve McCl
sport,507.txt,Big guns ease through in San Jose,Top-seeded
sport,249.txt,Solskjaer raises hopes of return,Manchester
sport,088.txt,Jones files lawsuit against Conte,Marion Jon
sport,077.txt,Yelling takes Cardiff hat-trick,European c
sport,063.txt,Holmes urged to compete at Worlds,Jolanda Ce
sport,103.txt,Duff ruled out of Barcelona clash,Chelsea's 
sport,117.txt,Sociedad set to rescue Mladenovic,Rangers ar
sport,498.txt,Dent continues Adelaide progress,American T
sport,467.txt,Capriati to miss Melbourne,Jennifer C
sport,301.txt,O'Sullivan quick to hail Italians,Ireland co
sport,315.txt,Barkley fit for match in Ireland,England ce
sport,473.txt,Faultless Federer has no equal,Roger Fede
sport,329.txt,"Umaga ready for ""fearsome"" Lions",All Blacks
sport,328.txt,Umaga ready for Lions,All Blacks
sport,314.txt,O'Driscoll saves Irish blushes,Two moment
sport,472.txt,Bryan twins keep US hopes alive,The United
sport,466.txt,Moya clinches Cup for Spain,Spain won 
sport,300.txt,Bell set for England debut,Bath prop 
sport,499.txt,Moya sidesteps Davis Cup in 2005,Carlos Moy
sport,116.txt,Bosvelt optimistic over new deal,Manchester
sport,102.txt,Gerrard plays down European hopes,Steven Ger
sport,062.txt,Brizzel to run AAA's in Sheffield,Ballymena 
sport,076.txt,African double in Edinburgh,World 5000
sport,089.txt,Thanou desperate to make return,Greek spri
sport,248.txt,Poll explains free-kick decision,Referee Gr
sport,260.txt,Bellamy fined after row,Newcastle 
sport,506.txt,Rusedski forced out in Marseille,Greg Rused
sport,274.txt,Gerrard happy at Anfield,Liverpool 
sport,258.txt,Spain coach faces racism inquiry,Spain's Fo
sport,270.txt,Strachan turns down Pompey,Former Sou
sport,502.txt,Minister digs in over doping row,The Belgia
sport,264.txt,O'Leary agrees new Villa contract,Aston Vill
sport,099.txt,Smith keen on Home series return,Scotland m
sport,072.txt,Running around the Olympics,It was bac
sport,066.txt,Britain boosted by Holmes double,Athletics 
sport,106.txt,Middlesbrough 2-2 Charlton,A late hea
sport,112.txt,Parry firm over Gerrard,Listen to 
sport,489.txt,Safin cool on Wimbledon,Newly-crow
sport,338.txt,Moody joins up with England,Lewis Mood
sport,304.txt,Double injury blow strikes Wales,Wales cent
sport,462.txt,Navratilova hits out at critics,Martina Na
sport,476.txt,Henman to face Saulnier test,British nu
sport,310.txt,Wales make two changes for France,Wales coac
sport,477.txt,Moya suffers shock loss,Fifth seed
sport,311.txt,Ireland surge past Scots,Ireland ma
sport,305.txt,Kirwan demands Italy consistency,Italy coac
sport,463.txt,Prodigy Monfils blows away Gaudio,French pro
sport,339.txt,Captains lining up for Aid match,Ireland's 
sport,488.txt,Williams battles to Aussie title,Serena Wil
sport,113.txt,Wright-Phillips to start on right,England co
sport,107.txt,Dundee Utd 4-1 Aberdeen,Dundee Uni
sport,067.txt,Lewis-Francis eyeing world gold,Mark Lewis
sport,073.txt,Johnson uncertain about Euro bid,Jade Johns
sport,098.txt,Ronaldo considering new contract,Manchester
sport,503.txt,Safin relieved at Aussie recovery,Marat Safi
sport,265.txt,Gronkjaer agrees switch to Madrid,Jesper Gro
sport,271.txt,Henry tipped for Fifa award,Fifa presi
sport,259.txt,Benitez deflects blame from Dudek,Liverpool 
sport,298.txt,Ref stands by Scotland decisions,The refere
sport,267.txt,Robertson out to retain Euro lure,Hearts man
sport,501.txt,Ivanovic seals Canberra victory,Serbia's A
sport,273.txt,Blues slam Blackburn over Savage,Birmingham
sport,059.txt,European medal chances improve,What have 
sport,065.txt,Radcliffe will compete in London,Paula Radc
sport,071.txt,Tomlinson stays focused on Europe,Long jumpe
sport,139.txt,Chelsea denied by James heroics,A brave de
sport,111.txt,Bridge could miss rest of season,Chelsea le
sport,105.txt,Newcastle 2-1 Bolton,Kieron Dye
sport,449.txt,What now for British tennis?,Tim Henman
sport,313.txt,White prepared for battle,Tough-scru
sport,475.txt,Agassi fear for Melbourne,Andre Agas
sport,461.txt,Rusedski angry over supplements,Greg Rused
sport,307.txt,Wales critical of clumsy Grewcock,Wales coac
sport,460.txt,Davenport puts retirement on hold,Lindsay Da
sport,306.txt,Fit-again Betsen in France squad,France hav
sport,312.txt,Wales win in Rome,Wales secu
sport,474.txt,Mauresmo opens with victory in LA,Amelie Mau
sport,448.txt,Kuznetsova 'failed a drugs test',US Open ch
sport,104.txt,Chelsea clinch cup in extra-time,(after ext
sport,110.txt,Kenyon denies Robben Barca return,Chelsea ch
sport,138.txt,Bellamy under new fire,Newcastle 
sport,070.txt,Record fails to lift lacklustre meet,Yelena Isi
sport,064.txt,McIlroy continues winning streak,James McIl
sport,058.txt,Gardener battles to narrow win,Jason Gard
sport,272.txt,Newcastle to join Morientes race,Newcastle 
sport,266.txt,Benitez 'to launch Morientes bid',Liverpool 
sport,500.txt,Henman decides to quit Davis Cup,Tim Henman
sport,299.txt,Robinson ready for difficult task,England co
sport,201.txt,Wenger offers Mutu hope,Arsenal bo
sport,215.txt,Zambia confident and cautious,Zambia's t
sport,229.txt,McClaren targets Champions League,Middlesbro
sport,003.txt,Greene sets sights on world title,Maurice Gr
sport,017.txt,Call for Kenteris to be cleared,Kostas Ken
sport,188.txt,Campbell lifts lid on United feud,Arsenal's 
sport,177.txt,Thompson says Gerrard should stay,Liverpool 
sport,163.txt,Arsenal through on penalties,Arsenal wi
sport,375.txt,Dallaglio his own man to the end,Controvers
sport,413.txt,Llewellyn plans Wales retirement,Wales reco
sport,407.txt,Scotland 18-10 Italy,Six Chris 
sport,361.txt,Hodges announces rugby retirement,Scarlets a
sport,349.txt,Italy aim to rattle England,Italy coac
sport,348.txt,Owen set for skipper role,Wales numb
sport,406.txt,Fuming Robinson blasts officials,England co
sport,360.txt,Player burn-out worries Robinson,England co
sport,374.txt,Hong Kong in 2011 World Cup bid,Hong Kong 
sport,412.txt,Dominici backs lacklustre France,Wing Chris
sport,162.txt,Cole faces lengthy injury lay-off,Aston Vill
sport,176.txt,Keegan hails comeback king Fowler,Manchester
sport,189.txt,Rovers reject third Ferguson bid,Blackburn 
sport,016.txt,Verdict delay for Greek sprinters,Greek athl
sport,002.txt,O'Sullivan could run in Worlds,Sonia O'Su
sport,228.txt,Houllier praises Benitez regime,Former Liv
sport,214.txt,Mansfield 0-1 Leyton Orient,An second-
sport,200.txt,Ferguson urges Henry punishment,Sir Alex F
sport,216.txt,Reaction from Spanish press,England's 
sport,202.txt,Santini resigns as Spurs manager,Tottenham 
sport,014.txt,McIlroy aiming for Madrid title,Northern I
sport,028.txt,Campbell to extend sprint career,Darren Cam
sport,160.txt,Hodgson relishes European clashes,Former Bla
sport,174.txt,Cudicini misses Carling Cup final,Chelsea go
sport,148.txt,Palace threat over Cantona masks,Manchester
sport,389.txt,Dallaglio eyeing Lions tour place,Former Eng
sport,362.txt,Funding cut hits Wales Students,The Wales 
sport,404.txt,Ireland win eclipses refereeing 'errors',The Intern
sport,410.txt,Taylor poised for Scotland return,Simon Tayl
sport,376.txt,Wasps 31-37 Leicester,Leicester 
sport,438.txt,Davenport hits out at Wimbledon,World numb
sport,439.txt,Venus stunned by Farina Elia,Venus Will
sport,411.txt,Vickery upbeat about arm injury,England pr
sport,377.txt,Ireland 17-12 South Africa,Ronan O'Ga
sport,363.txt,Calder fears for Scottish rugby,Former Sco
sport,405.txt,Ireland 19-13 England,Ireland co
sport,388.txt,Wilkinson fit to face Edinburgh,England ca
sport,149.txt,Legendary Dutch boss Michels dies,Legendary 
sport,175.txt,Beattie return calms attack fears,Everton st
sport,161.txt,Coach Ranieri sacked by Valencia,Claudio Ra
sport,029.txt,Isinbayeva heads for Birmingham,Olympic po
sport,001.txt,Claxton hunting first major medal,British hu
sport,015.txt,UK Athletics agrees new kit deal,UK Athleti
sport,203.txt,Mutu to hold talks with Juventus,Disgraced 
sport,217.txt,Kerr frustrated at victory margin,Republic o
sport,213.txt,Jansen suffers a further setback,Blackburn 
sport,207.txt,Arnesen denies rift with Santini,Tottenham 
sport,039.txt,Jones medals 'must go if guilty',World Anti
sport,011.txt,Radcliffe yet to answer GB call,Paula Radc
sport,005.txt,"Dibaba breaks 5,000m world record",Ethiopia's
sport,159.txt,Mourinho defiant on Chelsea form,Chelsea bo
sport,165.txt,Unclear future for striker Baros,Liverpool 
sport,171.txt,Boro suffer Morrison injury blow,Middlesbro
sport,398.txt,Tigers wary of Farrell 'gamble',Leicester 
sport,429.txt,Nadal marches on in Mexico,Rafael Nad
sport,401.txt,Wales hails new superstar,One game i
sport,367.txt,Johnson announces June retirement,Former Eng
sport,373.txt,Wilkinson to lead England,Fly-half J
sport,415.txt,Wilkinson to miss Ireland match,England wi
sport,372.txt,WRU proposes season overhaul,The Welsh 
sport,414.txt,England 17-18 France,England su
sport,400.txt,England given tough Sevens draw,England wi
sport,366.txt,Lomu relishing return to action,Former All
sport,428.txt,Federer forced to dig deep,Top seed R
sport,399.txt,Farrell saga to drag on - Lindsay,Wigan chai
